תאריך ביצוע,"שם ני""ע",פעולה,כמות ביצוע,שער ביצוע,מטבע,עמלות ודמי ניהול,תמורה נטו לפני מס,רווח/הפסד,מס שנוכה/הוחזר בארץ,"מס חו""ל בשקלים"
29/07/25,TAIWAN SEMIC-ADR,מכירה,-43.0,243.09,דולר,-84.41,35100.0,975.6,243.9,0.0
29/07/25,CHEGG INC,קניה,7000.0,1.47,דולר,-167.5,-34750.0,0.0,0,0.0
29/07/25,CHEGG INC,מכירה,-7000.0,1.41,דולר,-167.45,33053.0,-1687.0,-421.79,0.0
29/07/25,SOFI TECHNOLOGIE,מכירה,-350.0,24.31,דולר,-85.38,28554.0,3862.0,965.46,0.0
30/07/25,CHEVRON CORP,קניה,70.0,155.37,דולר,-83.71,-36692.0,0.0,0,0.0
30/07/25,לאומי,מכירה,-289.0,6323.0,"ש""ח",-26.27,18247.0,277.19,69.3,0.0
30/07/25,דיסקונט       א,מכירה,-547.0,3300.0,"ש""ח",-26.26,18025.0,144.66,36.17,0.0
30/07/25,פועלים,מכירה,-192.0,6368.0,"ש""ח",-17.88,12209.0,35.46,8.86,0.0
30/07/25,פועלים,מכירה,-90.0,6367.0,"ש""ח",-8.38,5722.0,15.72,3.93,0.0
01/08/25,ARCHER-DANIELS,מכירה,-184.0,53.16,דולר,-89.41,33205.0,-140.43,-35.11,0.0
01/08/25,דיסקונט השקעות,מכירה,-491.0,731.6,"ש""ח",-5.28,3587.0,-54.69,-13.67,0.0
01/08/25,דיסקונט השקעות,מכירה,-1954.0,731.5,"ש""ח",-21.04,14272.0,-219.63,-54.91,0.0
04/08/25,AMAZON.COM INC,מכירה,-45.0,212.84,דולר,-85.65,32929.0,-156.03,-39.01,0.0
04/08/25,RIGETTI COMPUTIN,קניה,500.0,15.64,דולר,-89.04,-26708.0,0.0,0,0.0
04/08/25,RIGETTI COMPUTIN,מכירה,-500.0,15.55,דולר,-90.48,26718.0,-327.5,-81.87,0.0
04/08/25,VERTICAL AEROSPA,מכירה,-464.0,5.98,דולר,-97.5,9472.0,-1210.0,-302.42,0.0
05/08/25,קסם DAX 30,מכירה,-30401.0,165.07,"ש""ח",-53.04,50130.0,-170.17,-42.54,0.0
05/08/25,טבע,מכירה,-150.0,5370.0,"ש""ח",-26.17,8029.0,-236.1,-59.02,0.0
06/08/25,ALIBABA GRP-ADR,קניה,50.0,118.32,דולר,-84.78,-20483.0,0.0,0,0.0
06/08/25,ARK GENOMIC REVO,קניה,500.0,22.8,דולר,-93.09,-39400.0,0.0,0,0.0
06/08/25,ZIM INTEGRATED S,קניה,600.0,16.1,דולר,-91.4,-33389.0,0.0,0,0.0
06/08/25,RIGETTI COMPUTIN,קניה,600.0,15.95,דולר,-94.82,-33088.0,0.0,0,0.0
07/08/25,INTEL CORP,קניה,200.0,19.83,דולר,-85.45,-13637.0,0.0,0,0.0
08/08/25,INTEL CORP,קניה,200.0,19.9,דולר,-86.97,-13758.0,0.0,0,0.0
08/08/25,ROCKET LAB USA I,קניה,200.0,44.54,דולר,-85.77,-30685.0,0.0,0,0.0
08/08/25,ROCKET LAB USA I,מכירה,-200.0,43.97,דולר,-88.69,29969.0,-563.56,-140.89,0.0
11/08/25,INTEL CORP,מכירה,-1125.0,20.89,דולר,-137.46,80466.0,1868.0,466.96,0.0
11/08/25,TEVA PHARM-ADR,קניה,700.0,16.4,דולר,-93.24,-39332.0,0.0,0,0.0
11/08/25,ALPHABET INC-A,מכירה,-52.0,199.6,דולר,-85.61,35505.0,1029.0,257.22,0.0
11/08/25,ALIBABA GRP-ADR,קניה,100.0,120.24,דולר,-83.8,-41182.0,0.0,0,0.0
11/08/25,ZIM INTEGRATED S,מכירה,-600.0,17.72,דולר,-90.11,36360.0,3155.0,788.85,0.0
11/08/25,ISHARES LITH MP,מכירה,-500.0,10.6,דולר,-91.68,18082.0,1973.0,493.14,0.0
12/08/25,COCA-COLA CO/THE,קניה,150.0,70.67,דולר,-86.23,-36434.0,0.0,0,0.0
12/08/25,TESLA INC,קניה,40.0,335.33,דולר,-83.11,-46077.0,0.0,0,0.0
12/08/25,TRUMP MEDIA &,קניה,600.0,17.39,דולר,-96.86,-35871.0,0.0,0,0.0
12/08/25,פועלים,קניה,275.0,6374.0,"ש""ח",-26.0,-17554.0,0.0,0,0.0
12/08/25,לאומי,קניה,285.0,6164.0,"ש""ח",-26.0,-17593.0,0.0,0,0.0
13/08/25,TEVA PHARM-ADR,מכירה,-700.0,16.87,דולר,-90.74,39888.0,429.33,107.33,0.0
13/08/25,TESLA INC,מכירה,-40.0,345.29,דולר,-82.25,46670.0,1131.0,282.63,0.0
13/08/25,ALIBABA GRP-ADR,מכירה,-150.0,127.0,דולר,-99.71,64385.0,2771.0,692.79,0.0
13/08/25,ARK GENOMIC REVO,מכירה,-500.0,24.78,דולר,-89.9,41850.0,2804.0,701.05,0.0
13/08/25,RIGETTI COMPUTIN,קניה,400.0,16.21,דולר,-86.41,-22061.0,0.0,0,0.0
14/08/25,PFIZER INC,קניה,400.0,24.92,דולר,-90.21,-33825.0,0.0,0,0.0
14/08/25,RIGETTI COMPUTIN,מכירה,-1000.0,16.64,דולר,-102.95,56147.0,1321.0,330.36,0.0
14/08/25,DRAGANFLY INC,קניה,1000.0,4.46,דולר,-102.39,-15199.0,0.0,0,0.0
15/08/25,CHEVRON CORP,מכירה,-130.0,158.2,דולר,-112.68,69606.0,-913.98,-228.49,0.0
15/08/25,COCA-COLA CO/THE,מכירה,-150.0,69.63,דולר,-87.62,35321.0,-688.56,-172.14,0.0
15/08/25,TRUMP MEDIA &,מכירה,-600.0,17.71,דולר,-95.99,35932.0,468.67,117.17,0.0
15/08/25,RIGETTI COMPUTIN,קניה,700.0,16.67,דולר,-93.45,-39535.0,0.0,0,0.0
15/08/25,טבע,מכירה,-124.0,5951.0,"ש""ח",-18.49,7361.0,528.41,132.1,0.0
15/08/25,טבע,מכירה,-53.0,5950.0,"ש""ח",-7.9,3146.0,225.33,56.33,0.0
15/08/25,לאומי,מכירה,-285.0,6300.0,"ש""ח",-26.09,17929.0,335.51,83.88,0.0
15/08/25,פועלים,מכירה,-275.0,6399.0,"ש""ח",-26.09,17571.0,16.66,4.17,0.0
18/08/25,ICL GROUP LTD,קניה,1500.0,6.2,דולר,-101.97,-31629.0,0.0,0,0.0
18/08/25,ALIBABA GRP-ADR,קניה,100.0,121.45,דולר,-85.36,-41257.0,0.0,0,0.0
18/08/25,ARK GENOMIC REVO,קניה,400.0,25.15,דולר,-90.34,-34194.0,0.0,0,0.0
19/08/25,ENERGY FUELS INC,קניה,600.0,8.44,דולר,-92.03,-17206.0,0.0,0,0.0
19/08/25,RIGETTI COMPUTIN,קניה,500.0,15.08,דולר,-87.77,-25573.0,0.0,0,0.0
20/08/25,PFIZER INC,מכירה,-400.0,25.58,דולר,-89.4,34894.0,728.93,182.23,0.0
20/08/25,ADV MICRO DEVICE,קניה,50.0,163.08,דולר,-82.79,-27806.0,0.0,0,0.0
20/08/25,TAIWAN SEMIC-ADR,קניה,30.0,226.37,דולר,-82.55,-23172.0,0.0,0,0.0
20/08/25,ICL GROUP LTD,מכירה,-1500.0,6.22,דולר,-104.4,31782.0,246.26,61.56,0.0
20/08/25,ENERGY FUELS INC,מכירה,-600.0,8.26,דולר,-98.83,16848.0,-459.55,-114.89,0.0
20/08/25,PALANTIR TECHN-A,קניה,40.0,153.16,דולר,-82.14,-20912.0,0.0,0,0.0
20/08/25,DRAGANFLY INC,מכירה,-1000.0,4.0,דולר,-107.86,13574.0,-1603.0,-400.69,0.0
21/08/25,PALO ALTO NETWORKS,קניה,40.0,181.08,דולר,-84.65,-24849.0,0.0,0,0.0
21/08/25,ALIBABA GRP-ADR,קניה,50.0,119.16,דולר,-84.38,-20455.0,0.0,0,0.0
21/08/25,ARK GENOMIC REVO,קניה,500.0,24.16,דולר,-92.31,-41401.0,0.0,0,0.0
22/08/25,TAIWAN SEMIC-ADR,מכירה,-30.0,232.31,דולר,-82.92,23459.0,157.85,39.46,0.0
22/08/25,PALO ALTO NETWORKS,מכירה,-40.0,185.93,דולר,-82.98,25040.0,285.19,71.3,0.0
22/08/25,ARK GENOMIC REVO,מכירה,-900.0,25.52,דולר,-131.63,77454.0,2118.0,529.45,0.0
25/08/25,PFIZER INC,קניה,500.0,25.3,דולר,-89.78,-42821.0,0.0,0,0.0
25/08/25,INTEL CORP,קניה,250.0,25.08,דולר,-84.61,-21265.0,0.0,0,0.0
25/08/25,ADV MICRO DEVICE,קניה,50.0,164.02,דולר,-82.25,-27785.0,0.0,0,0.0
25/08/25,NVIDIA CORP,קניה,50.0,178.79,דולר,-81.81,-30279.0,0.0,0,0.0
25/08/25,NIO INC - ADR,קניה,500.0,6.45,דולר,-87.35,-10981.0,0.0,0,0.0
25/08/25,A/S PUR US CANN,קניה,500.0,5.15,דולר,-96.27,-8786.0,0.0,0,0.0
25/08/25,טבע,קניה,799.0,6221.0,"ש""ח",-49.71,-49755.0,0.0,0,0.0
26/08/25,NVIDIA CORP,קניה,50.0,182.16,דולר,-81.69,-30766.0,0.0,0,0.0
26/08/25,PALO ALTO NETWORKS,קניה,50.0,184.63,דולר,-84.25,-31185.0,0.0,0,0.0
26/08/25,ALIBABA GRP-ADR,מכירה,-150.0,125.78,דולר,-97.86,63031.0,1519.0,379.72,0.0
26/08/25,ALIBABA GRP-ADR,קניה,100.0,124.04,דולר,-83.41,-41871.0,0.0,0,0.0
26/08/25,NIO INC - ADR,מכירה,-500.0,6.74,דולר,-86.69,11181.0,228.81,57.2,0.0
26/08/25,A/S PUR US CANN,מכירה,-500.0,5.23,דולר,-91.17,8650.0,-52.7,-13.17,0.0
26/08/25,A/S PUR US CANN,קניה,1000.0,5.28,דולר,-96.85,-17885.0,0.0,0,0.0
26/08/25,RIGETTI COMPUTIN,מכירה,-300.0,15.15,דולר,-86.89,15123.0,-1650.0,-412.45,0.0
27/08/25,ADV MICRO DEVICE,מכירה,-100.0,166.04,דולר,-85.88,55122.0,0.0,0,0.0
27/08/25,A/S PUR US CANN,מכירה,-1000.0,5.48,דולר,-95.65,18125.0,362.26,90.57,0.0
28/08/25,PFIZER INC,מכירה,-500.0,24.72,דולר,-88.12,41102.0,-1136.0,-284.08,0.0
28/08/25,INTEL CORP,מכירה,-250.0,24.83,דולר,-84.69,20599.0,-376.42,-94.1,0.0
28/08/25,A/S PUR US CANN,קניה,1000.0,5.69,דולר,-95.59,-19015.0,0.0,0,0.0
28/08/25,A/S PUR US CANN,מכירה,-1000.0,5.93,דולר,-94.39,19659.0,604.49,151.12,0.0
28/08/25,PALANTIR TECHN-A,מכירה,-40.0,154.65,דולר,-81.42,20530.0,0.0,0,0.0
28/08/25,RIGETTI COMPUTIN,מכירה,-900.0,15.86,דולר,-97.48,47463.0,-531.25,-132.81,0.0
28/08/25,טאואר,מכירה,-100.0,20080.0,"ש""ח",-27.9,20052.0,1227.0,306.62,0.0
28/08/25,DAX.IBIממ,מכירה,-15788.0,188.84,"ש""ח",-32.14,29782.0,-569.25,-142.31,0.0
29/08/25,NVIDIA CORP,מכירה,-30.0,174.37,דולר,-82.1,17630.0,-488.87,-122.22,0.0
29/08/25,PALO ALTO NETWORKS,מכירה,-50.0,192.64,דולר,-86.3,32528.0,1185.0,296.28,0.0
29/08/25,ALIBABA GRP-ADR,מכירה,-100.0,130.14,דולר,-83.22,43982.0,1900.0,475.02,0.0
29/08/25,ARK GENOMIC REVO,קניה,500.0,24.7,דולר,-94.12,-41243.0,0.0,0,0.0
29/08/25,ARK GENOMIC REVO,מכירה,-200.0,24.39,דולר,-86.44,16428.0,-336.5,-84.13,0.0
29/08/25,ARK GENOMIC REVO,מכירה,-300.0,24.39,דולר,-87.62,24692.0,-454.54,-113.63,0.0
29/08/25,ARCHER AVIATION,קניה,1987.0,9.04,דולר,-114.98,-59964.0,0.0,0,0.0
29/08/25,ARCHER AVIATION,מכירה,-1987.0,9.02,דולר,-116.3,60595.0,-340.77,-85.19,0.0
02/09/25,INTEL CORP,קניה,500.0,24.1,דולר,-90.13,-40891.0,0.0,0,0.0
02/09/25,TEVA PHARM-ADR,קניה,500.0,18.78,דולר,-90.13,-31885.0,0.0,0,0.0
02/09/25,ARK GENOMIC REVO,קניה,250.0,24.84,דולר,-88.88,-21116.0,0.0,0,0.0
02/09/25,A/S PUR US CANN,קניה,2000.0,5.27,דולר,-112.58,-35780.0,0.0,0,0.0
02/09/25,JOBY AVIATION IN,קניה,500.0,13.4,דולר,-90.13,-22768.0,0.0,0,0.0
02/09/25,SOUNDHOUND AI-A,קניה,500.0,12.93,דולר,-89.72,-21980.0,0.0,0,0.0
02/09/25,קסם IND CHIN IN,קניה,69099.0,72.75,"ש""ח",-50.27,-50320.0,0.0,0,0.0
04/09/25,ADV MICRO DEVICE,קניה,80.0,161.28,דולר,-36.7,-43440.0,0.0,0,0.0
04/09/25,JOBY AVIATION IN,מכירה,-500.0,12.95,דולר,-35.1,21602.0,-876.27,-219.07,0.0
04/09/25,SOUNDHOUND AI-A,מכירה,-500.0,12.92,דולר,-37.6,21558.0,-142.91,-35.73,0.0
05/09/25,INTEL CORP,מכירה,-500.0,24.36,דולר,-40.22,40451.0,0.0,0,0.0
05/09/25,TEVA PHARM-ADR,מכירה,-500.0,18.63,דולר,-34.4,30936.0,-806.96,-201.74,0.0
05/09/25,SPDR GOLD SHARES,קניה,40.0,330.15,דולר,-36.87,-44184.0,0.0,0,0.0
05/09/25,ARK GENOMIC REVO,מכירה,-250.0,24.9,דולר,-32.67,20656.0,-73.39,-18.35,0.0
05/09/25,טבע,מכירה,-799.0,6333.0,"ש""ח",-41.39,50559.0,803.78,200.95,0.0
08/09/25,VANECK GOLD MINE,קניה,100.0,66.9,דולר,-29.58,-22267.0,0.0,0,0.0
08/09/25,ISHARES MSCI CHI,קניה,100.0,61.87,דולר,-36.23,-20600.0,0.0,0,0.0
09/09/25,APPLE INC,קניה,50.0,236.17,דולר,-33.35,-39415.0,0.0,0,0.0
09/09/25,APPLE INC,קניה,50.0,234.6,דולר,-33.11,-39153.0,0.0,0,0.0
09/09/25,ADV MICRO DEVICE,קניה,50.0,153.47,דולר,-28.71,-25620.0,0.0,0,0.0
09/09/25,ISHARES MSCI JPN,קניה,30.0,79.79,דולר,-31.24,-8014.0,0.0,0,0.0
09/09/25,ALBEMARLE CORP,קניה,50.0,73.73,דולר,-28.08,-12323.0,0.0,0,0.0
09/09/25,GLOBAL X URANIUM ET,קניה,100.0,41.73,דולר,-30.08,-13947.0,0.0,0,0.0
09/09/25,ARK GENOMIC REVO,קניה,250.0,25.19,דולר,-38.35,-21037.0,0.0,0,0.0
09/09/25,ISHARES LITH MP,קניה,500.0,10.67,דולר,-41.68,-17831.0,0.0,0,0.0
10/09/25,SPDR-INDU SELECT,קניה,50.0,151.77,דולר,-30.12,-25345.0,0.0,0,0.0
10/09/25,SPDR-INDU SELECT,קניה,50.0,151.77,דולר,-30.12,-25345.0,0.0,0,0.0
10/09/25,GLOBAL X URANIUM ET,קניה,100.0,42.72,דולר,-32.19,-14282.0,0.0,0,0.0
11/09/25,SOUNDHOUND AI-A,קניה,300.0,14.56,דולר,-32.78,-14618.0,0.0,0,0.0
15/09/25,ISHARES MSCI JPN,קניה,80.0,81.33,דולר,-36.14,-21774.0,0.0,0,0.0
15/09/25,SPDR GOLD SHARES,מכירה,-40.0,337.29,דולר,-38.27,45064.0,880.41,220.1,0.0
15/09/25,ALBEMARLE CORP,מכירה,-50.0,81.47,דולר,-28.58,13589.0,1237.0,309.25,0.0
15/09/25,VANECK GOLD MINE,מכירה,-100.0,69.98,דולר,-32.25,23362.0,967.7,241.92,0.0
15/09/25,GLOBAL X URANIUM ET,מכירה,-200.0,44.97,דולר,-33.59,30034.0,1742.0,435.48,0.0
15/09/25,ISHARES MSCI CHI,מכירה,-100.0,64.43,דולר,-36.43,21503.0,784.6,196.15,0.0
15/09/25,ARK GENOMIC REVO,מכירה,-250.0,25.57,דולר,-34.26,21336.0,248.65,62.16,0.0
15/09/25,QUANTUM COMPUTIN,קניה,500.0,17.06,דולר,-34.07,-28527.0,0.0,0,0.0
15/09/25,טבע,קניה,1000.0,6610.0,"ש""ח",-52.88,-66153.0,0.0,0,0.0
16/09/25,ADV MICRO DEVICE,קניה,150.0,160.74,דולר,-67.22,-80670.0,0.0,0,0.0
16/09/25,GLOBAL X URANIUM ET,קניה,200.0,44.2,דולר,-30.78,-29583.0,0.0,0,0.0
17/09/25,APPLE INC,מכירה,-100.0,239.94,דולר,-67.19,80145.0,1389.0,347.23,0.0
17/09/25,ADV MICRO DEVICE,מכירה,-280.0,160.31,דולר,-124.82,149927.0,479.14,119.78,0.0
17/09/25,GLOBAL X URANIUM ET,מכירה,-200.0,44.29,דולר,-37.77,29574.0,0.0,0,0.0
17/09/25,QUANTUM COMPUTIN,מכירה,-500.0,17.65,דולר,-33.63,29468.0,924.04,231.01,0.0
17/09/25,SOUNDHOUND AI-A,מכירה,-300.0,14.64,דולר,-33.53,14651.0,15.54,3.89,0.0
17/09/25,ISHARES LITH MP,מכירה,-500.0,10.78,דולר,-41.78,17975.0,101.76,25.44,0.0
18/09/25,תכלית CHINA ממ,קניה,787.0,6645.07,"ש""ח",-41.84,-52339.0,0.0,0,0.0
19/09/25,קסם IND CHIN IN,קניה,23325.0,77.49,"ש""ח",-14.46,-18089.0,0.0,0,0.0
22/09/25,ADV MICRO DEVICE,קניה,100.0,161.09,דולר,-45.36,-53785.0,0.0,0,0.0
22/09/25,ABRDN PALLADIUM,קניה,80.0,107.68,דולר,-36.09,-28774.0,0.0,0,0.0
23/09/25,ALIBABA GRP-ADR,קניה,100.0,166.77,דולר,-47.5,-55682.0,0.0,0,0.0
24/09/25,SPDR-INDU SELECT,דיבידנד,0.0,0.0,דולר,0.0,210.1,210.1,0,52.54
24/09/25,SOUTHERN CO,קניה,100.0,93.95,דולר,-32.19,-31374.0,0.0,0,0.0
24/09/25,CAMECO CORP,קניה,100.0,86.8,דולר,-30.09,-28987.0,0.0,0,0.0
24/09/25,CAMECO CORP,קניה,150.0,86.69,דולר,-38.76,-43417.0,0.0,0,0.0
24/09/25,ABRDN PALLADIUM,מכירה,-80.0,110.31,דולר,-36.18,29475.0,632.38,158.1,0.0
24/09/25,ALIBABA GRP-ADR,מכירה,-100.0,175.08,דולר,-48.38,58498.0,2683.0,670.81,0.0
29/09/25,BOEING CO/THE,קניה,50.0,216.9,דולר,-30.4,-36068.0,0.0,0,0.0
29/09/25,A/S PUR US CANN,מכירה,-1000.0,5.1,דולר,-41.02,16829.0,-638.02,-159.51,0.0
29/09/25,A/S PUR US CANN,מכירה,-1000.0,5.03,דולר,-41.02,16588.0,-879.0,-219.75,0.0
29/09/25,OSCAR HEALTH -A,קניה,500.0,18.8,דולר,-34.12,-31270.0,0.0,0,0.0
30/09/25,BHP GROUP-ADR,קניה,200.0,55.48,דולר,-40.26,-36724.0,0.0,0,0.0
30/09/25,ALBEMARLE CORP,קניה,100.0,81.62,דולר,-29.42,-27013.0,0.0,0,0.0
01/10/25,ALBEMARLE CORP,דיבידנד,0.0,0.0,דולר,0.0,66.94,66.94,0,16.72
02/10/25,NVIDIA CORP,דיבידנד,0.0,0.0,דולר,0.0,2.31,2.31,0,0.59
03/10/25,ADV MICRO DEVICE,מכירה,-100.0,168.78,דולר,-46.32,55330.0,1545.0,386.35,0.0
03/10/25,NVIDIA CORP,מכירה,-70.0,188.67,דולר,-36.02,43296.0,660.63,165.16,0.0
03/10/25,BHP GROUP-ADR,קניה,200.0,55.84,דולר,-40.54,-37062.0,0.0,0,0.0
03/10/25,ALBEMARLE CORP,מכירה,-100.0,86.91,דולר,-29.2,28486.0,1473.0,368.24,0.0
03/10/25,PALO ALTO NETWORKS,קניה,50.0,209.1,דולר,-29.73,-34688.0,0.0,0,0.0
03/10/25,OSCAR HEALTH -A,מכירה,-500.0,20.65,דולר,-35.69,33834.0,2724.0,680.93,0.0
03/10/25,TEMPUS AI INC,קניה,100.0,90.17,דולר,-29.5,-29921.0,0.0,0,0.0
07/10/25,SOUTHERN CO,מכירה,-100.0,96.57,דולר,-31.64,31635.0,185.4,46.35,0.0
07/10/25,ALIBABA GRP-ADR,קניה,50.0,181.79,דולר,-27.72,-29850.0,0.0,0,0.0
07/10/25,SOUNDHOUND AI-A,קניה,500.0,17.63,דולר,-36.91,-28959.0,0.0,0,0.0
08/10/25,BOEING CO/THE,קניה,100.0,223.37,דולר,-61.54,-73306.0,0.0,0,0.0
08/10/25,CAMECO CORP,מכירה,-250.0,87.18,דולר,-67.88,70590.0,0.0,0,0.0
08/10/25,ARCHER AVIATION,קניה,500.0,11.35,דולר,-33.11,-18641.0,0.0,0,0.0
08/10/25,SOUNDHOUND AI-A,מכירה,-500.0,19.68,דולר,-33.74,31859.0,2918.0,729.54,0.0
08/10/25,TEMPUS AI INC,מכירה,-100.0,95.88,דולר,-31.28,31054.0,1440.0,359.95,0.0
09/10/25,ISHARES SILVER TRUS,קניה,500.0,43.98,דולר,-65.65,-71365.0,0.0,0,0.0
09/10/25,PALO ALTO NETWORKS,מכירה,-50.0,216.46,דולר,-36.96,35181.0,848.79,212.2,0.0
09/10/25,ARCHER AVIATION,מכירה,-500.0,12.07,דולר,-33.35,19596.0,1097.0,274.27,0.0
10/10/25,WALMART INC,קניה,100.0,102.6,דולר,-29.64,-33416.0,0.0,0,0.0
10/10/25,BOEING CO/THE,קניה,40.0,216.97,דולר,-27.43,-28269.0,0.0,0,0.0
10/10/25,ALBEMARLE CORP,קניה,100.0,93.87,דולר,-28.04,-30573.0,0.0,0,0.0
10/10/25,ISHARES SILVER TRUS,מכירה,-500.0,45.38,דולר,-69.71,74444.0,2155.0,538.63,0.0
10/10/25,ALCOA CORP,קניה,200.0,36.57,דולר,-31.33,-23830.0,0.0,0,0.0
10/10/25,NIO INC - ADR,קניה,500.0,7.26,דולר,-32.93,-11845.0,0.0,0,0.0
15/10/25,WALMART INC,מכירה,-100.0,108.4,דולר,-31.54,35697.0,1850.0,462.53,0.0
15/10/25,ORACLE CORP,קניה,30.0,307.1,דולר,-27.05,-30347.0,0.0,0,0.0
15/10/25,NVIDIA CORP,קניה,40.0,179.52,דולר,-27.08,-23659.0,0.0,0,0.0
15/10/25,BHP GROUP-ADR,מכירה,-400.0,56.85,דולר,-73.46,74878.0,1305.0,326.13,0.0
15/10/25,ALBEMARLE CORP,מכירה,-100.0,99.3,דולר,-29.03,32700.0,1732.0,433.07,0.0
15/10/25,TESLA INC,קניה,20.0,436.24,דולר,-27.11,-28740.0,0.0,0,0.0
15/10/25,PONY AI INC,קניה,500.0,21.89,דולר,-38.14,-36058.0,0.0,0,0.0
16/10/25,ARCHER-DANIELS,קניה,100.0,62.88,דולר,-31.8,-20757.0,0.0,0,0.0
16/10/25,MIND MEDICINE MI,קניה,500.0,11.95,דולר,-37.08,-19724.0,0.0,0,0.0
16/10/25,טבע,מכירה,-500.0,6588.0,"ש""ח",-26.35,32914.0,-162.79,-40.7,0.0
17/10/25,תכלית CHINA ממ,מכירה,-250.0,6139.39,"ש""ח",-12.28,15336.0,-1290.0,-322.44,0.0
17/10/25,קסם IND CHIN IN,מכירה,-25000.0,71.37,"ש""ח",-14.27,17828.0,-377.46,-94.36,0.0
20/10/25,MIND MEDICINE MI,מכירה,-500.0,13.07,דולר,-37.0,21461.0,1569.0,392.34,0.0
21/10/25,0,עמלת דמי-נהול:תקופתי-חיוב,0.0,0.0,"ש""ח",-5.64,-5.64,-5.64,-1.41,0.0
21/10/25,DEERE & CO,קניה,20.0,460.17,דולר,-34.79,-30305.0,0.0,0,0.0
21/10/25,ISHARES MSCI JPN,מכירה,-110.0,82.64,דולר,-36.08,29942.0,149.43,37.36,0.0
21/10/25,ALPHABET INC-A,קניה,40.0,252.21,דולר,-28.21,-33208.0,0.0,0,0.0
22/10/25,SPDR-CONS STAPLE,קניה,100.0,79.9,דולר,-30.44,-26381.0,0.0,0,0.0
23/10/25,ALCOA CORP,מכירה,-200.0,41.15,דולר,-31.68,27045.0,2951.0,737.73,0.0
28/10/25,DEERE & CO,מכירה,-20.0,473.76,דולר,-30.32,30764.0,376.63,94.16,0.0
28/10/25,NVIDIA CORP,מכירה,-40.0,192.74,דולר,-26.71,25029.0,1334.0,333.61,0.0
28/10/25,ALPHABET INC-A,מכירה,-40.0,267.35,דולר,-30.35,34725.0,1426.0,356.49,0.0
28/10/25,TESLA INC,מכירה,-20.0,462.51,דולר,-26.91,30036.0,1252.0,313.04,0.0
05/11/25,ADV MICRO DEVICE,קניה,100.0,248.65,דולר,-66.94,-81425.0,0.0,0,0.0
06/11/25,קסם IND CHIN IN,מכירה,-67424.0,71.42,"ש""ח",-38.52,48116.0,-2087.0,-521.85,0.0
07/11/25,NIO INC - ADR,מכירה,-500.0,6.98,דולר,-34.3,11238.0,-519.19,-129.8,0.0
11/11/25,טבע,מכירה,-500.0,7840.0,"ש""ח",-31.36,39169.0,6060.0,1515,0.0
13/11/25,SPDR-INDU SELECT,מכירה,-100.0,153.51,דולר,-45.06,49614.0,0.0,0,0.0
13/11/25,ABRDN PALLADIUM,קניה,100.0,133.65,דולר,-39.59,-42928.0,0.0,0,0.0
20/11/25,ADV MICRO DEVICE,קניה,50.0,229.82,דולר,-30.92,-37480.0,0.0,0,0.0
11/12/25,ARCHER-DANIELS,דיבידנד,0.0,0.0,דולר,0.0,163.76,163.76,0,40.94
12/12/25,תכלית CHINA ממ,מכירה,-250.0,5826.12,"ש""ח",-11.65,14554.0,-2072.0,-518.08,0.0
18/12/25,תכלית CHINA ממ,מכירה,-287.0,5623.7,"ש""ח",-12.91,16127.0,-2959.0,-739.87,0.0
,,,0.0,0.0,nan,0.0,0.0,0.0," 52,158",585.95
,,,0.0,0.0,nan,0.0,0.0,0.0,0,0.0
